customer_id,ad_soyad,yas,cinsiyet,sehir,egitim,meslek_durumu,aylik_gelir_tl,medeni_durum,musteri_kkb_skoru,kayit_tarihi
C00988,Dürrüşehvar Türk,32,Erkek,Adana,Lise,Serbest Meslek,15708.54,Bekar,1235,2015-10-16
C00989,Bayan Gabel Ümmühan Şafak Alemdar,54,Erkek,Konya,İlkokul,Serbest Meslek,17738.9,Dul,1588,2016-09-01
C00990,Temime Yıldırım Kısakürek,33,Kadın,Eskişehir,Lisans,Serbest Meslek,8784.36,Boşanmış,1447,2016-09-12
C00991,Uz. Nejdet Günar Çamurcuoğlu,18,Erkek,Bursa,Lisans,Serbest Meslek,19324.22,Dul,1077,2020-05-12
C00992,Çev. Fahrullah Dumanlı,63,Kadın,İzmir,İlkokul,Ücretli Çalışan,30034.84,Dul,1526,2016-05-11
C00993,Akmaner Mansız,55,Erkek,Ankara,Lise,Serbest Meslek,13618.14,Bekar,1515,2022-02-02
C00994,Dr. Galip Oliver Seven,42,Kadın,Ankara,Yüksek Lisans,İşsiz,22444.68,Boşanmış,1538,2015-11-26
C00995,Bayan Birgül Aslan Kısakürek,48,Erkek,Bursa,Lise,İşveren,22695.58,Bekar,1086,2019-04-23
C00996,Lütfi Akar,28,Erkek,Antalya,Yüksek Lisans,Serbest Meslek,18859.67,Boşanmış,1523,2020-06-15
C00997,Dr. Öğet Sami Çetin,26,Erkek,Adana,Lise,Ücretli Çalışan,58997.75,Evli,1879,2015-04-14
C00998,Kaygusuz Çetin,47,Kadın,İzmir,Lise,Serbest Meslek,20587.03,Boşanmış,1446,2020-08-08
C00999,Süheyda Zinnure Çetin Soylu,28,Erkek,Samsun,İlkokul,Ücretli Çalışan,20637.52,Boşanmış,1564,2015-08-18
C01000,Özgün Turcein Hayrioğlu Kısakürek,25,Kadın,Ankara,Lise,Ücretli Çalışan,23164.57,Dul,1461,2022-08-09
C01001,Gülay Yıldırım,18,Kadın,Adana,Lise,Emekli,13532.19,Bekar,1156,2015-06-01
C01002,Şahinder Bilgin,62,Erkek,Antalya,Ön Lisans,Serbest Meslek,25602.59,Bekar,1166,2017-09-21
C01003,Ürfettin Öcalan,45,Kadın,İstanbul,Lisans,Serbest Meslek,9933.95,Boşanmış,1650,2024-03-15
C01004,Ağbegim Sezgin,34,Erkek,Bursa,Lisans,İşveren,19108.03,Bekar,1831,2024-03-03
C01005,Arş. Gör. Neslinur Öcalan Zengin,24,Kadın,İzmir,Lisans,İşveren,10628.53,Evli,1154,2015-09-16
C01006,Uz. Ayşan Erdogan Ülker,52,Erkek,Ankara,Lisans,İşveren,10059.72,Dul,671,2018-08-21
C01007,Çev. Saba İbrahim Çetin,34,Kadın,Ankara,Yüksek Lisans,Ücretli Çalışan,25547.21,Evli,1800,2023-07-28
C01008,Çopur Durmuşali Durdu,34,Kadın,Ankara,Lise,Ücretli Çalışan,16561.86,Evli,1788,2023-06-30
C01009,Neptün İhsanoğlu Karadeniz,18,Erkek,İzmir,Ön Lisans,Ücretli Çalışan,16733.46,Bekar,1467,2016-06-30
C01010,Uz. Emirşan Zengin,45,Erkek,Konya,İlkokul,Ücretli Çalışan,15844.65,Dul,1508,2015-11-27
C01011,Neval Çamurcuoğlu,18,Kadın,Eskişehir,Lisans,Ücretli Çalışan,14820.82,Boşanmış,1413,2019-09-01
C01012,Yahşikan Sezer,28,Erkek,Antalya,Lise,Serbest Meslek,20466.46,Boşanmış,1611,2020-11-12
C01013,Özpetek Özdeş Manço Durdu,35,Kadın,Eskişehir,Lisans,Ücretli Çalışan,21519.37,Bekar,1259,2021-09-08
C01014,İşcan Sezgin,37,Erkek,Bursa,Lise,Ücretli Çalışan,26228.38,Boşanmış,1539,2018-11-25
C01015,Arş. Gör. Mevlüdiye Akçay Soylu,32,Kadın,İstanbul,Doktora,Ücretli Çalışan,22046.24,Bekar,1678,2021-12-10
C01016,Aybora Alpin Bilgin,18,Kadın,İzmir,Lisans,Ücretli Çalışan,33576.55,Evli,1335,2018-02-06
C01017,Bay Resulcan Nezihi Yılmaz,45,Kadın,Konya,Lisans,Ücretli Çalışan,34158.31,Dul,1157,2020-07-30
C01018,Şilan Akar,31,Kadın,İstanbul,Ön Lisans,Ücretli Çalışan,17503.45,Evli,1304,2019-11-16
C01019,Hariz Demirel,60,Erkek,İstanbul,Lisans,Ücretli Çalışan,13554.21,Evli,1241,2016-10-09
C01020,Prof. Şavki Bilge,42,Erkek,İzmir,Lise,İşveren,11603.16,Evli,1281,2023-02-02
C01021,Aşhan Yıldırım,43,Erkek,Ankara,Lisans,Ücretli Çalışan,17157.88,Boşanmış,1476,2017-07-31
C01022,Songurkan Demirel,33,Erkek,İstanbul,Lise,İşveren,10081.81,Dul,1460,2024-10-03
C01023,Öngen Demir,61,Kadın,İstanbul,Lisans,Ücretli Çalışan,20096.09,Bekar,1556,2024-12-26
C01024,Benice Nurda Demirel Akça,48,Kadın,Eskişehir,Ön Lisans,Ücretli Çalışan,11257.63,Dul,1805,2019-03-10
C01025,İmge Sakarya Şama,42,Kadın,Bursa,Doktora,Ücretli Çalışan,41536.82,Evli,1316,2018-10-07
C01026,Musaffa Erem Aksu,61,Kadın,İstanbul,Lise,Ücretli Çalışan,28249.19,Dul,1638,2020-02-22
C01027,Prof. Tagangül Miyesser Akçay,42,Erkek,İstanbul,Lise,Ücretli Çalışan,17821.52,Evli,1800,2023-11-08
C01028,Habibe İnsaf Alemdar Akçay,41,Kadın,Bursa,Lisans,İşveren,8224.05,Evli,1100,2015-12-21
C01029,Mesude Gül Sezer,37,Erkek,Kayseri,Lise,Ücretli Çalışan,22913.91,Dul,1485,2024-05-21
C01030,Elamiye Görsev Gül,54,Kadın,Adana,Lisans,Ücretli Çalışan,8283.36,Evli,1415,2017-10-12
C01031,Vâlâ Akça,18,Kadın,Mersin,Lisans,Ücretli Çalışan,28053.55,Evli,1396,2025-03-31
C01032,Özpetek Türk Akçay,45,Kadın,Ankara,İlkokul,Serbest Meslek,13510.91,Dul,1699,2023-03-24
C01033,Şevketfeza Bilgin,52,Kadın,Ankara,Ön Lisans,İşveren,25915.46,Bekar,1467,2020-01-28
C01034,Olca Berran Şama Korutürk,46,Kadın,İzmir,İlkokul,Ücretli Çalışan,14499.92,Dul,1593,2017-06-11
C01035,Emrullah Ergül,59,Erkek,İstanbul,Doktora,Ücretli Çalışan,32266.18,Bekar,1317,2020-05-19
C01036,Fügen Şener,44,Kadın,Antalya,Yüksek Lisans,Serbest Meslek,11137.65,Bekar,1523,2020-02-07
C01037,İlgi Demirel,45,Kadın,Kayseri,Ön Lisans,Ücretli Çalışan,8591.96,Boşanmış,1089,2022-01-11
C01038,Semine Yılmaz,36,Kadın,Kayseri,Lise,Ücretli Çalışan,17406.75,Boşanmış,1197,2020-12-14
C01039,Gülçe Yüksel,44,Erkek,Adana,Lisans,Ücretli Çalışan,22318.32,Evli,1451,2023-11-01
C01040,Hiçsönmez Eraslan,30,Erkek,Adana,Lise,Serbest Meslek,31949.7,Boşanmış,1900,2024-12-16
C01041,Yeneral Abdulbekir Yorulmaz Kısakürek,34,Erkek,Ankara,Lisans,Ücretli Çalışan,15131.36,Boşanmış,1622,2019-02-09
C01042,Doç. Sabihe Fitnat Akgündüz Seven,35,Kadın,İzmir,Lisans,Ücretli Çalışan,18718.57,Evli,1684,2018-10-03
C01043,Öğr. Necva Duran Kısakürek,18,Kadın,Bursa,Lisans,Ücretli Çalışan,36070.7,Evli,1438,2023-06-12
C01044,İmren Nihai Çetin Bilge,35,Kadın,Ankara,Yüksek Lisans,Serbest Meslek,19145.91,Dul,1490,2018-02-09
C01045,Uz. Musafet Aru Sezgin,19,Erkek,Ankara,Ön Lisans,Ücretli Çalışan,39054.84,Bekar,1430,2020-04-09
C01046,Fuzuli Adıgün Hayrioğlu,45,Erkek,İzmir,Ön Lisans,Serbest Meslek,30582.93,Bekar,1244,2017-02-10
C01047,Damlanur Erdoğan,45,Erkek,İstanbul,Ön Lisans,Emekli,17668.9,Evli,1671,2018-03-27
C01048,Gelengül Akgündüz,18,Kadın,İstanbul,Lise,İşsiz,19061.15,Evli,989,2020-07-25
C01049,Feryas Gül Erdoğan,45,Kadın,İzmir,Lisans,Ücretli Çalışan,24625.06,Boşanmış,1323,2019-09-03
C01050,Hami Tevetoğlu,31,Kadın,İzmir,Ön Lisans,İşsiz,18962.16,Bekar,995,2018-04-09
C01051,Doç. Asu Şafak Akça,50,Kadın,Kayseri,Lise,Ücretli Çalışan,16879.53,Boşanmış,773,2019-08-14
C01052,Yrd. Doç. Merdi Aksu,35,Erkek,İzmir,Lisans,Serbest Meslek,12489.65,Dul,972,2020-02-19
C01053,Azettin Güçal Bilir,25,Kadın,Mersin,Lise,Ücretli Çalışan,20936.18,Boşanmış,1832,2017-07-17
C01054,Kürşad Sezer,43,Erkek,Konya,İlkokul,Ücretli Çalışan,15169.98,Boşanmış,1613,2018-03-10
C01055,Lezize Hançer,34,Kadın,Bursa,Lise,Ücretli Çalışan,14580.35,Boşanmış,1091,2017-01-16
C01056,Dr. Aliabbas Kocabaş Durdu,18,Kadın,İstanbul,Lise,İşsiz,16722.9,Boşanmış,1179,2021-06-11
C01057,Uz. Ayşenur Arsoy Yılmaz,38,Erkek,Ankara,Lise,Ücretli Çalışan,16528.06,Bekar,1263,2022-06-19
C01058,Dr. Mefharet Şamiha Güçlü,47,Erkek,İstanbul,Ön Lisans,Ücretli Çalışan,11018.06,Evli,1574,2020-12-25
C01059,Aytek Yıldırım,27,Kadın,Ankara,Ön Lisans,Ücretli Çalışan,14205.78,Evli,1013,2020-02-20
C01060,Cabir Şener,33,Kadın,İstanbul,Lisans,Emekli,30911.72,Boşanmış,1588,2022-04-05
C01061,Bidayet Sonnur Akdeniz,51,Erkek,Mersin,Yüksek Lisans,Serbest Meslek,25209.2,Evli,1224,2023-12-20
C01062,Gökçebalan Özdil Gülen Güçlü,36,Erkek,Ankara,Lise,Serbest Meslek,14029.4,Dul,1712,2025-02-04
C01063,Dr. Kaver Çorlu Şensoy,25,Kadın,Ankara,Ön Lisans,Ücretli Çalışan,29797.03,Evli,1723,2020-01-01
C01064,Güldam Arsoy Akgündüz,61,Erkek,İstanbul,Lisans,Ücretli Çalışan,16574.84,Evli,1678,2023-10-06
C01065,Nirgül Akçay Dumanlı,67,Erkek,İstanbul,Lise,Emekli,15094.13,Dul,1076,2022-08-05
C01066,Ersel Meşhur Ertaş,18,Kadın,Denizli,Ön Lisans,Serbest Meslek,27466.45,Dul,949,2018-07-25
C01067,Hafıza Karadeniz,35,Kadın,Mersin,Ön Lisans,Serbest Meslek,24265.02,Evli,1546,2023-01-11
C01068,Özdeş Yorulmaz,45,Erkek,Ankara,İlkokul,Emekli,22027.14,Boşanmış,1779,2018-12-10
C01069,Çağa Sezer,28,Erkek,Kayseri,Lise,Ücretli Çalışan,14696.32,Dul,1186,2023-04-26
C01070,Atilhan Türkmen Ergül Sezgin,49,Erkek,İstanbul,Lisans,İşsiz,29887.01,Dul,1332,2023-03-04
C01071,Prof. İnsaf Halenur Durmuş,54,Kadın,Gaziantep,Lisans,Emekli,11729.73,Evli,1756,2017-05-01
C01072,Şahinbey Kenter Alemdar,58,Erkek,İstanbul,Yüksek Lisans,Ücretli Çalışan,27751.08,Dul,1900,2015-12-29
C01073,Arş. Gör. Subutiye Ümmahan Akgündüz,20,Erkek,Ankara,Lisans,Ücretli Çalışan,15740.6,Evli,1236,2017-03-27
C01074,Öğr. Geray Aslanhan Gülen,48,Erkek,İstanbul,Ön Lisans,Ücretli Çalışan,12424.64,Boşanmış,1569,2024-05-11
C01075,Onuker Serezli Akçay,56,Erkek,İzmir,Ön Lisans,Serbest Meslek,27250.89,Bekar,1570,2023-11-15
C01076,Baykan Akça,28,Erkek,Ankara,Lisans,Ücretli Çalışan,13614.86,Dul,1692,2016-05-23
C01077,Uz. Fügen Gülüs Sezgin Akar,49,Erkek,Ankara,Ön Lisans,Serbest Meslek,19583.47,Evli,1395,2015-04-27
C01078,Akınal Şafak,18,Erkek,İzmir,Doktora,Ücretli Çalışan,12309.37,Boşanmış,1777,2021-07-08
C01079,Ushan Şafak,24,Erkek,Kayseri,Lisans,Ücretli Çalışan,21704.31,Dul,1671,2022-10-14
C01080,İlim Şener,24,Erkek,İzmir,Lisans,İşveren,21657.77,Boşanmış,1654,2016-10-29
C01081,İyiyürek Tevetoğlu,40,Kadın,Ankara,Yüksek Lisans,Serbest Meslek,72459.38,Evli,1082,2019-01-03
C01082,Muhiye Çamurcuoğlu,52,Erkek,Ankara,Lisans,Ücretli Çalışan,18439.29,Boşanmış,1692,2015-07-19
C01083,Atılgan Kısakürek,45,Kadın,İzmir,Lisans,Ücretli Çalışan,14329.56,Evli,1437,2023-07-30
C01084,Çalım Hayrioğlu Akdeniz,18,Kadın,İzmir,Yüksek Lisans,Ücretli Çalışan,26146.26,Boşanmış,1494,2018-01-16
C01085,Vildane Ertaş,47,Erkek,İstanbul,Lisans,Serbest Meslek,32085.3,Evli,1591,2015-02-22
C01086,Özel Sezer,41,Erkek,Ankara,Ön Lisans,Ücretli Çalışan,13406.83,Boşanmış,1201,2025-04-30
C01087,Dr. Ruhide Fatigül Manço,54,Kadın,İstanbul,Lisans,Emekli,38038.38,Evli,1400,2023-12-01
C01088,Baba Selatin Öcalan Sakarya,40,Kadın,Ankara,Yüksek Lisans,Emekli,13265.52,Bekar,1633,2024-03-07
C01089,Zebirce Nazende Akgündüz,47,Kadın,İzmir,Lise,Ücretli Çalışan,47741.1,Boşanmış,1280,2016-07-23
C01090,Çev. Nurtaç Sırriye Durdu,35,Erkek,İstanbul,Lise,İşveren,22118.08,Bekar,1661,2017-06-29
C01091,Bayan Goncafer Aslan Gülen,37,Kadın,Antalya,Lise,Ücretli Çalışan,13455.83,Evli,1600,2016-06-17
C01092,Tatu Tevetoğlu,48,Erkek,Antalya,Lisans,İşsiz,13196.1,Bekar,1438,2015-03-19
C01093,Ayduru Gülen Akgündüz,54,Erkek,İstanbul,Lise,İşveren,21171.97,Bekar,1519,2020-04-05
C01094,Havse Yorulmaz,46,Erkek,İstanbul,Lise,Ücretli Çalışan,13524.17,Bekar,1387,2023-06-18
C01095,Çev. Nurbanu Yıldırım Şama,18,Kadın,Eskişehir,Lise,Ücretli Çalışan,29566.73,Evli,1029,2017-01-26
C01096,Mezide Leyli Karadeniz,58,Kadın,İstanbul,Lisans,Serbest Meslek,17179.05,Boşanmış,1447,2021-07-02
C01097,Av. Canur Bilge Bilgin,32,Kadın,Kayseri,Lisans,Ücretli Çalışan,17507.46,Evli,1854,2020-08-30
C01098,Ginyas Korutürk,18,Kadın,Gaziantep,Lisans,Serbest Meslek,35405.92,Evli,1504,2023-01-10
C01099,Prof. Mujde Kifaye Gül Seven,25,Erkek,İstanbul,Lisans,Ücretli Çalışan,12284.69,Bekar,1799,2023-02-19
C01100,Coşkun Dumanlı,28,Kadın,Eskişehir,Yüksek Lisans,Ücretli Çalışan,11860.78,Dul,1664,2019-02-10
C01101,İlkim Seven,44,Kadın,Ankara,Yüksek Lisans,Serbest Meslek,13068.15,Evli,1434,2024-05-12
C01102,Prof. Vecide Bilge Arsoy,27,Erkek,Ankara,Lisans,Ücretli Çalışan,32707.83,Dul,1765,2016-04-07
C01103,Paker Özinal Aksu,46,Erkek,İstanbul,Lise,İşveren,23452.85,Evli,1900,2020-07-23
C01104,Görgünay Demirel,39,Erkek,İzmir,İlkokul,İşveren,11709.51,Boşanmış,1492,2020-07-15
C01105,Erbay Öcalan Akdeniz,65,Erkek,İzmir,Lisans,Ücretli Çalışan,12624.04,Dul,1289,2017-07-14
C01106,Candeniz Akar,44,Erkek,Denizli,Ön Lisans,Serbest Meslek,19452.73,Bekar,1254,2025-01-12
C01107,Şabettin Yorulmaz,53,Erkek,Eskişehir,Ön Lisans,İşveren,56614.38,Bekar,1549,2022-07-24
C01108,Bay Mücellib Aliihsan Çamurcuoğlu,29,Kadın,Ankara,Lisans,Ücretli Çalışan,9926.55,Bekar,1444,2016-05-03
C01109,Gülmisal Kutun Arsoy Alemdar,53,Erkek,Antalya,Doktora,Ücretli Çalışan,24681.9,Evli,1499,2015-09-23
C01110,Arş. Gör. Permun Ecegül Tarhan Yıldırım,32,Kadın,Ankara,Lisans,Ücretli Çalışan,12191.89,Dul,1588,2016-05-17
C01111,Okt. Odkanlı Suphi Dumanlı,50,Erkek,Adana,Lise,Ücretli Çalışan,9940.99,Boşanmış,1777,2023-06-25
C01112,Av. Nehip Zengin,46,Erkek,Ankara,Lisans,İşveren,37414.65,Dul,1164,2020-06-07
C01113,Nazende Fidaye Karadeniz Akçay,23,Kadın,Konya,Lise,Ücretli Çalışan,18638.11,Boşanmış,1545,2020-06-27
C01114,Burcuhan Arslan,61,Kadın,İstanbul,Lisans,Ücretli Çalışan,27384.58,Bekar,1439,2020-08-02
C01115,Kelâmi Yorulmaz,27,Kadın,Ankara,Lisans,Serbest Meslek,34665.5,Evli,1258,2018-05-25
C01116,Av. Serhatmehmet Öcalan,59,Kadın,Konya,Lisans,Serbest Meslek,17536.28,Dul,1897,2023-11-22
C01117,Duruöz Şensoy,48,Erkek,Antalya,Ön Lisans,Ücretli Çalışan,18738.81,Boşanmış,1370,2021-01-30
C01118,Dr. Dilder Eryıldız Şensoy,35,Kadın,Samsun,İlkokul,Ücretli Çalışan,24166.98,Dul,1519,2024-11-13
C01119,Arş. Gör. Altınçiçek Akise Güçlü,32,Erkek,İzmir,Yüksek Lisans,Emekli,18498.89,Dul,1479,2020-02-26
C01120,Topuz Akçay,18,Kadın,İzmir,Yüksek Lisans,Ücretli Çalışan,24493.81,Boşanmış,1175,2024-12-02
C01121,Eba Eraslan,26,Erkek,Ankara,Lise,Serbest Meslek,9327.25,Dul,931,2020-06-19
C01122,Kâzime Safinaz Akçay,23,Erkek,Antalya,Lisans,İşveren,14486.04,Dul,1788,2020-05-03
C01123,Nebiha Ertaş Eraslan,33,Kadın,İzmir,Ön Lisans,Serbest Meslek,21590.04,Dul,1600,2021-08-17
C01124,Nakip Hançer,41,Erkek,Konya,Lise,İşsiz,19247.77,Bekar,921,2015-04-26
C01125,İlklima Sakarya Yılmaz,57,Kadın,Gaziantep,Lise,Serbest Meslek,44946.96,Bekar,1079,2023-08-01
C01126,Övün İçimbike Tevetoğlu Arslan,27,Erkek,Ankara,Ön Lisans,Emekli,17572.41,Boşanmış,1218,2019-08-15
C01127,Deryanur Sümerya Erdoğan,46,Kadın,İstanbul,Lisans,Ücretli Çalışan,14361.09,Bekar,1900,2025-03-17
C01128,Kısmet Şener,54,Erkek,İstanbul,Lise,Serbest Meslek,21931.04,Boşanmış,1756,2015-06-03
C01129,Kısmet Eraslan,53,Erkek,İzmir,Yüksek Lisans,Ücretli Çalışan,15463.28,Boşanmış,1295,2015-03-25
C01130,Gülenay Fatigül Fırat,40,Kadın,Denizli,Ön Lisans,Serbest Meslek,29370.21,Dul,1534,2018-08-13
C01131,Bay Ülküdeş Öğet Sezgin,21,Erkek,İstanbul,Lisans,Serbest Meslek,13887.29,Boşanmış,1281,2020-07-27
C01132,Muhiye Tarhan Yaman,39,Erkek,İstanbul,Lise,Ücretli Çalışan,48418.83,Dul,1153,2017-04-06
C01133,Turabi Soylu,46,Kadın,Kayseri,Lisans,Ücretli Çalışan,38952.6,Boşanmış,1900,2017-12-22
C01134,Işın Rıfkıye Gülen,35,Erkek,Gaziantep,Lisans,Ücretli Çalışan,24863.18,Bekar,1642,2023-01-18
C01135,Aybet Zengin Demirel,42,Kadın,Bursa,Lise,İşveren,19063.29,Dul,1608,2019-10-16
C01136,Hayali Gül,18,Kadın,Antalya,Lise,Ücretli Çalışan,27090.31,Boşanmış,1451,2019-11-09
C01137,Dr. Sabih Tezcan Çetin,37,Erkek,İstanbul,Ön Lisans,Serbest Meslek,50065.53,Dul,1331,2022-07-13
C01138,Dr. Neval Zorlu Hançer,35,Kadın,Mersin,Lisans,İşveren,48834.83,Evli,1291,2021-06-20
C01139,Av. Tutkun Akgündüz,33,Erkek,İstanbul,Lisans,Ücretli Çalışan,18654.42,Dul,1710,2021-05-07
C01140,Çev. Aytek Güçlü,42,Kadın,İzmir,Ön Lisans,Serbest Meslek,11140.23,Evli,1246,2017-09-11
C01141,Zihni Eraslan,32,Erkek,Kayseri,Ön Lisans,Ücretli Çalışan,19249.7,Bekar,1606,2022-02-09
C01142,Dr. Hakikat Şensoy,45,Erkek,İstanbul,Lise,Ücretli Çalışan,8962.41,Evli,1645,2017-11-16
C01143,Dölensoy Ergül,43,Kadın,Ankara,Lise,Serbest Meslek,37161.9,Evli,1611,2015-04-24
C01144,Doç. Gökten Mahir Çetin,53,Erkek,İzmir,Lisans,Ücretli Çalışan,24586.32,Dul,1836,2019-09-25
C01145,Nura Eraslan,46,Kadın,İstanbul,Lise,Serbest Meslek,19071.27,Bekar,1900,2017-11-24
C01146,Seyyide Duha Güçlü,50,Erkek,Antalya,Lise,İşveren,25801.42,Bekar,1180,2023-02-07
C01147,Temuçin Siper Zengin,24,Kadın,İstanbul,Yüksek Lisans,Ücretli Çalışan,22736.39,Boşanmış,1456,2021-09-30
C01148,Necdat Akgündüz,32,Kadın,Mersin,Ön Lisans,Ücretli Çalışan,21235.77,Boşanmış,1897,2022-07-14
C01149,Onat Demir,48,Kadın,Ankara,Lisans,Serbest Meslek,11926.83,Evli,1352,2017-08-24
C01150,Yurdaser Hançer Seven,30,Kadın,İzmir,Lisans,Ücretli Çalışan,16739.64,Boşanmış,1396,2020-07-26
C01151,Şinasi Binbaşar Yaman,34,Kadın,Bursa,Lisans,Emekli,11329.77,Boşanmış,1308,2018-09-10
C01152,Hatem Seven,33,Erkek,Gaziantep,Lisans,İşveren,8000.0,Dul,1893,2017-06-11
C01153,Uz. Misra Gülay Öcalan Çorlu,53,Kadın,İstanbul,Lise,Ücretli Çalışan,16825.73,Dul,1504,2017-11-07
C01154,Okt. Görsev Hayrioğlu Şener,25,Kadın,İzmir,Ön Lisans,Emekli,42747.9,Bekar,1900,2018-07-20
C01155,Abdulmenaf Musafet Aslan,41,Erkek,Antalya,Yüksek Lisans,Ücretli Çalışan,31589.78,Evli,1543,2019-01-26
C01156,Çeviköz Öcalan,23,Erkek,Gaziantep,İlkokul,Ücretli Çalışan,16558.91,Bekar,1452,2024-06-08
C01157,Yrd. Doç. Çopur Aksu,34,Kadın,Antalya,Lisans,Serbest Meslek,18062.73,Evli,1477,2017-11-02
C01158,Prof. Birsan Yaman Mansız,39,Erkek,Bursa,Lisans,Serbest Meslek,20404.61,Bekar,1234,2020-12-30
C01159,Dr. Sanavber Rakide Şafak,31,Erkek,Ankara,Yüksek Lisans,Emekli,11180.62,Dul,1584,2025-05-27
C01160,Öğr. Adviye Türk Duran,18,Erkek,Ankara,Yüksek Lisans,İşsiz,33493.8,Evli,1486,2018-05-03
C01161,Yönetmen Arsoy,36,Kadın,Eskişehir,Lisans,Ücretli Çalışan,8000.0,Dul,1289,2023-11-08
C01162,Gündüzalp İnönü,39,Kadın,Gaziantep,Yüksek Lisans,Ücretli Çalışan,12647.7,Dul,1251,2023-04-07
C01163,Adasal Tarhan,58,Erkek,Adana,Yüksek Lisans,Ücretli Çalışan,26882.14,Bekar,1268,2024-03-30
C01164,Tecimer Gül,20,Erkek,İzmir,Ön Lisans,Ücretli Çalışan,17203.05,Boşanmış,1366,2020-01-31
C01165,Öğr. Vahittin Hayret Hançer,45,Kadın,Bursa,Lise,Serbest Meslek,15663.8,Dul,1627,2023-11-15
C01166,Ağakişi Kısakürek,63,Kadın,Ankara,Lisans,Serbest Meslek,28766.75,Boşanmış,1487,2021-06-16
C01167,Fügen Basriye Alemdar,37,Kadın,İstanbul,Lisans,Ücretli Çalışan,16975.0,Evli,1795,2024-07-01
C01168,Gençay Fetullah Ertaş,32,Erkek,Konya,Lise,Serbest Meslek,20340.11,Dul,1512,2024-10-17
C01169,Saçı Akgündüz,33,Erkek,İstanbul,Lisans,Serbest Meslek,10747.09,Boşanmış,1460,2023-12-19
C01170,Hatem Akçay,39,Kadın,Ankara,Lise,Ücretli Çalışan,24961.96,Dul,1366,2024-05-11
C01171,Okt. Gülenay Aksu Akça,54,Kadın,İstanbul,İlkokul,Emekli,13432.76,Evli,1768,2025-03-03
C01172,Altınbike Bilgin Bilgin,19,Erkek,İstanbul,Lisans,Ücretli Çalışan,24237.26,Evli,1538,2015-07-23
C01173,Dirlik Gül,30,Erkek,Bursa,Lise,Ücretli Çalışan,24124.36,Boşanmış,1819,2016-11-27
C01174,Soyselçuk Zorlu,18,Kadın,İstanbul,Lisans,Emekli,24990.1,Dul,756,2024-04-11
C01175,Dr. Kalgay Demirel,28,Kadın,İstanbul,Lise,Serbest Meslek,41486.56,Boşanmış,1354,2018-03-25
C01176,Karanbay Timurtaş Eraslan,25,Erkek,İstanbul,Yüksek Lisans,Serbest Meslek,18231.9,Evli,1900,2024-03-29
C01177,Suphi Alexandru Ülker,18,Kadın,Ankara,Ön Lisans,Ücretli Çalışan,12418.1,Evli,1674,2015-04-28
C01178,Tunçboğa İşcan Yıldırım Yorulmaz,62,Erkek,İstanbul,Ön Lisans,Ücretli Çalışan,19023.99,Evli,1190,2019-02-23
C01179,Kızıltunç Mishat Kısakürek Demir,65,Erkek,İstanbul,Ön Lisans,Serbest Meslek,40843.34,Boşanmış,1669,2022-10-09
C01180,Soykan Sezer,30,Kadın,Adana,Lisans,Ücretli Çalışan,19495.46,Boşanmış,1459,2015-10-27
C01181,Diken Sezer,43,Kadın,İstanbul,Yüksek Lisans,Ücretli Çalışan,38290.25,Dul,1719,2025-03-09
C01182,Giz Seven,27,Kadın,İstanbul,Lisans,Ücretli Çalışan,37027.77,Dul,1578,2018-05-24
C01183,Törel Rahmet Aslan Mansız,48,Erkek,İstanbul,Yüksek Lisans,İşsiz,38558.94,Bekar,942,2021-07-05
C01184,Lutfi Karadeniz,39,Kadın,İzmir,Yüksek Lisans,Ücretli Çalışan,15691.05,Dul,1108,2016-06-24
C01185,Ozansü Yelesen Mansız Demir,44,Erkek,İstanbul,Lise,Ücretli Çalışan,61709.95,Bekar,1039,2016-06-07
C01186,Dilsitan Deha Soylu,39,Erkek,Adana,Yüksek Lisans,Ücretli Çalışan,26588.77,Boşanmış,1530,2025-02-14
C01187,Tanbay Akar,38,Erkek,İzmir,Ön Lisans,Emekli,11107.24,Evli,1398,2018-07-16
C01188,Yasemen Akar,30,Erkek,Konya,Lise,Serbest Meslek,8000.0,Dul,1678,2015-08-06
C01189,Rengül Mehdiye Aksu Türk,51,Kadın,İstanbul,İlkokul,Ücretli Çalışan,20399.13,Boşanmış,1557,2016-10-31
C01190,Öğr. Süleyla Şama Yüksel,52,Erkek,İstanbul,Yüksek Lisans,Serbest Meslek,22047.46,Dul,1726,2015-06-17
C01191,Abid Ülker,36,Erkek,İzmir,Lise,Ücretli Çalışan,35968.28,Evli,1580,2016-05-21
C01192,Bali Karadeniz,42,Kadın,Kayseri,Lise,Ücretli Çalışan,11253.93,Evli,1451,2023-05-30
C01193,Uz. Burcuhan Öcalan Zorlu,30,Erkek,İzmir,Lisans,Ücretli Çalışan,14954.58,Evli,1176,2021-07-18
C01194,Yigit Gül,27,Kadın,İzmir,Lisans,İşsiz,51851.91,Dul,1552,2025-04-28
C01195,Erinçer Toköz Bilgin Ertaş,63,Erkek,Antalya,Yüksek Lisans,Ücretli Çalışan,11495.34,Bekar,1397,2018-03-10
C01196,Kardelen Sezen Yorulmaz,24,Kadın,Ankara,Lisans,Serbest Meslek,14573.17,Bekar,1070,2024-05-21
C01197,Üstün Cangür Bilge Türk,54,Kadın,İstanbul,Lisans,Ücretli Çalışan,16675.51,Dul,1767,2020-02-03
